date,game,# of registrations,max ccu,avg ccu,# of unique users, revenue ,# of paying users,paying rate,arpu,arppu
12/30/14,Ranger Danger,"2,472","9,380","5,989","28,018","$37,670","2,004",7.15%,$1.34,$18.80
12/30/14,Queen Bee,143,"3,636","3,274","10,193","$1,786",60,0.59%,$0.18,$29.76
12/31/14,Z Force,443,"2,474","1,694","8,043","$19,384",687,8.54%,$2.41,$28.22
12/31/14,Ranger Danger,"2,225","9,522","6,099","27,714","$38,356","1,937",6.99%,$1.38,$19.80
12/31/14,Queen Bee,106,"4,821","4,348","10,693","$20,318",448,4.19%,$1.90,$45.35
1/1/15,Z Force,477,"2,747","1,799","8,355","$8,401",535,6.40%,$1.01,$15.70
1/1/15,Ranger Danger,"2,192","9,207","6,247","27,912","$35,906","2,014",7.22%,$1.29,$17.83
1/1/15,Queen Bee,131,"5,143","4,540","11,047","$8,574",226,2.05%,$0.78,$37.94
1/2/15,Z Force,445,"2,817","1,765","8,275","$8,070",493,5.96%,$0.98,$16.37
1/2/15,Ranger Danger,"2,444","9,009","5,897","27,131","$33,808","1,961",7.23%,$1.25,$17.24
1/2/15,Queen Bee,139,"5,196","4,679","11,169","$7,795",217,1.94%,$0.70,$35.92
1/3/15,Z Force,446,"2,776","1,721","8,315","$9,214",542,6.52%,$1.11,$17.00
1/3/15,Ranger Danger,"2,444","14,054","6,292","30,026","$30,984","1,822",6.07%,$1.03,$17.01
1/3/15,Queen Bee,125,"5,456","4,588","11,315","$6,021",172,1.52%,$0.53,$35.00
1/4/15,Z Force,429,"2,640","1,690","8,056","$9,663",497,6.17%,$1.20,$19.44
1/4/15,Ranger Danger,"2,554","14,527","6,673","29,997","$27,941","1,840",6.13%,$0.93,$15.19
1/4/15,Queen Bee,143,"5,231","4,540","11,268","$4,060",122,1.08%,$0.36,$33.28
1/5/15,Z Force,343,"2,673","1,555","7,687","$10,797",524,6.82%,$1.40,$20.61
1/5/15,Ranger Danger,"2,546","8,804","5,692","27,768","$39,527","2,324",8.37%,$1.42,$17.01
1/5/15,Queen Bee,149,"3,761","3,374","10,619","$1,755",62,0.58%,$0.17,$28.31
1/6/15,Z Force,365,"2,480","1,445","7,222","$7,544",447,6.19%,$1.04,$16.88
1/6/15,Ranger Danger,"2,337","7,844","5,386","25,155","$35,090","1,976",7.86%,$1.39,$17.76
1/6/15,Queen Bee,123,"3,658","3,139","9,958","$2,208",57,0.57%,$0.22,$38.74
1/7/15,Z Force,366,"2,514","1,365","7,123","$9,082",437,6.14%,$1.28,$20.78
1/7/15,Ranger Danger,"2,478","7,825","5,228","24,653","$31,141","1,809",7.34%,$1.26,$17.21
1/7/15,Queen Bee,129,"3,469","3,053","10,039","$1,480",40,0.40%,$0.15,$36.99
1/8/15,Z Force,345,"2,427","1,441","7,104","$7,085",410,5.77%,$1.00,$17.28
1/8/15,Ranger Danger,"2,587","7,398","5,133","24,157","$37,167","1,834",7.59%,$1.54,$20.27
1/8/15,Queen Bee,93,"3,319","2,654","9,889","$21,307",450,4.55%,$2.15,$47.35
1/9/15,Z Force,426,"2,624","1,510","7,690","$9,374",431,5.61%,$1.22,$21.75
1/9/15,Ranger Danger,"2,253","7,578","5,184","24,298","$37,117","1,848",7.61%,$1.53,$20.09
1/9/15,Queen Bee,127,"3,664","3,281","10,120","$19,700",432,4.27%,$1.95,$45.60
1/10/15,Z Force,502,"2,788","1,811","8,308","$10,555",524,6.31%,$1.27,$20.14
1/10/15,Ranger Danger,"1,957","7,716","5,608","25,329","$35,306","1,815",7.17%,$1.39,$19.45
1/10/15,Queen Bee,142,"3,990","3,538","10,084","$13,938",317,3.14%,$1.38,$43.97
1/11/15,Z Force,503,"2,636","1,700","8,178","$10,473",528,6.46%,$1.28,$19.83
1/11/15,Ranger Danger,"2,829","7,388","5,451","25,517","$29,542","1,842",7.22%,$1.16,$16.04
1/11/15,Queen Bee,121,"3,999","3,370","10,194","$7,611",211,2.07%,$0.75,$36.07
1/12/15,Z Force,358,"2,414","1,378","7,087","$7,979",457,6.45%,$1.13,$17.46
1/12/15,Ranger Danger,"2,242","6,769","4,575","22,435","$26,214","1,522",6.78%,$1.17,$17.22
1/12/15,Queen Bee,127,"3,302","2,906","9,734","$6,750",186,1.91%,$0.69,$36.29
1/13/15,Z Force,371,"2,328","1,346","7,147","$9,314",440,6.16%,$1.30,$21.17
1/13/15,Ranger Danger,"2,473","6,630","4,504","21,787","$24,910","1,367",6.27%,$1.14,$18.22
1/13/15,Queen Bee,143,"3,294","2,869","9,579","$7,469",185,1.93%,$0.78,$40.37
1/14/15,Z Force,339,"2,317","1,310","6,969","$9,942",467,6.70%,$1.43,$21.29
1/14/15,Ranger Danger,"2,312","6,083","4,150","21,435","$24,103","1,307",6.10%,$1.12,$18.44
1/14/15,Queen Bee,133,"3,138","2,718","9,490","$5,889",170,1.79%,$0.62,$34.64
1/15/15,Z Force,252,"2,078","1,138","6,502","$13,048",468,7.20%,$2.01,$27.88
1/15/15,Ranger Danger,"2,034","6,484","3,540","19,872","$25,849","1,265",6.37%,$1.30,$20.43
1/15/15,Queen Bee,98,"2,612","1,976","8,967","$7,537",200,2.23%,$0.84,$37.68
1/16/15,Z Force,402,"2,388","1,346","7,094","$9,058",462,6.51%,$1.28,$19.61
1/16/15,Ranger Danger,"1,995","6,671","4,379","21,359","$30,074","1,579",7.39%,$1.41,$19.05
1/16/15,Queen Bee,130,"3,053","2,723","9,409","$7,463",192,2.04%,$0.79,$38.87
1/17/15,Z Force,452,"2,528","1,642","7,766","$11,466",547,7.04%,$1.48,$20.96
1/17/15,Ranger Danger,"2,010","7,003","5,041","22,527","$28,631","1,623",7.21%,$1.27,$17.64
1/17/15,Queen Bee,119,"3,518","3,068","9,477","$6,904",169,1.78%,$0.73,$40.85
1/18/15,Z Force,522,"2,564","1,624","7,893","$10,395",508,6.44%,$1.32,$20.46
1/18/15,Ranger Danger,"2,186","7,264","5,042","23,198","$26,451","1,574",6.79%,$1.14,$16.81
1/18/15,Queen Bee,127,"3,564","3,010","9,561","$5,378",141,1.48%,$0.56,$38.14
1/19/15,Z Force,456,"2,404","1,498","7,485","$8,294",510,6.81%,$1.11,$16.26
1/19/15,Ranger Danger,"2,228","6,858","4,673","22,007","$25,411","1,512",6.87%,$1.15,$16.81
1/19/15,Queen Bee,93,"3,149","2,716","9,372","$4,440",132,1.41%,$0.47,$33.64
1/20/15,Z Force,294,"2,157","1,200","6,399","$7,216",397,6.20%,$1.13,$18.18
1/20/15,Ranger Danger,"2,125","6,505","4,123","20,109","$20,380","1,287",6.40%,$1.01,$15.84
1/20/15,Queen Bee,112,"3,013","2,654","9,199","$4,832",138,1.50%,$0.53,$35.01
1/21/15,Z Force,276,"2,096","1,156","6,273","$6,688",397,6.33%,$1.07,$16.85
1/21/15,Ranger Danger,"1,724","6,631","3,425","19,568","$29,901","1,511",7.72%,$1.53,$19.79
1/21/15,Queen Bee,96,"3,101","2,703","9,426","$4,629",129,1.37%,$0.49,$35.89
1/22/15,Z Force,251,"2,044","1,091","6,212","$6,745",390,6.28%,$1.09,$17.29
1/22/15,Ranger Danger,"5,339","7,449","4,795","26,748","$26,537","1,551",5.80%,$0.99,$17.11
1/22/15,Queen Bee,117,"3,549","2,751","10,373","$6,675",180,1.74%,$0.64,$37.09
1/23/15,Z Force,388,"2,363","1,322","6,882","$8,211",497,7.22%,$1.19,$16.52
1/23/15,Ranger Danger,"6,652","8,221","5,285","31,203","$26,854","1,630",5.22%,$0.86,$16.47
1/23/15,Queen Bee,151,"3,875","3,481","11,099","$5,358",166,1.50%,$0.48,$32.28
1/24/15,Z Force,513,"2,479","1,591","7,749","$8,038",489,6.31%,$1.04,$16.44
1/24/15,Ranger Danger,"6,729","8,710","6,194","33,956","$27,100","1,747",5.15%,$0.80,$15.51
1/24/15,Queen Bee,143,"4,345","3,762","11,049","$3,080",110,1.00%,$0.28,$28.00
1/25/15,Z Force,425,"2,317","1,484","7,341","$6,901",511,6.96%,$0.94,$13.51
1/25/15,Ranger Danger,"5,082","8,545","6,037","32,015","$26,270","1,727",5.39%,$0.82,$15.21
1/25/15,Queen Bee,134,"4,397","3,707","11,039","$2,727",111,1.01%,$0.25,$24.56
1/26/15,Z Force,351,"2,213","1,236","6,622","$5,909",371,5.60%,$0.89,$15.93
1/26/15,Ranger Danger,"3,816","8,346","5,323","27,542","$19,797","1,466",5.32%,$0.72,$13.50
1/26/15,Queen Bee,142,"3,966","3,410","10,601","$2,722",92,0.87%,$0.26,$29.59
1/27/15,Z Force,333,"2,289","1,230","7,743","$6,672",409,5.28%,$0.86,$16.31
1/27/15,Ranger Danger,"3,062","7,696","5,139","25,634","$20,567","1,412",5.51%,$0.80,$14.57
1/27/15,Queen Bee,146,"3,861","3,328","10,498","$3,423",108,1.03%,$0.33,$31.69
1/28/15,Z Force,362,"2,028","1,175","6,827","$6,652",370,5.42%,$0.97,$17.98
1/28/15,Ranger Danger,"2,621","7,098","4,481","23,426","$16,737","1,206",5.15%,$0.71,$13.88
1/28/15,Queen Bee,145,"3,797","3,293","10,454","$2,342",75,0.72%,$0.22,$31.23
1/29/15,Z Force,511,"3,509","1,647","8,832","$34,103","1,294",14.65%,$3.86,$26.35
1/29/15,Ranger Danger,"2,501","7,923","4,188","23,216","$18,075","1,219",5.25%,$0.78,$14.83
1/29/15,Queen Bee,106,"3,201","2,658","9,999","$29,151",532,5.32%,$2.92,$54.79
1/30/15,Z Force,433,"3,534","2,088","9,848","$28,036","1,289",13.09%,$2.85,$21.75
1/30/15,Ranger Danger,"2,676","8,723","5,268","24,734","$22,279","1,488",6.02%,$0.90,$14.97
1/30/15,Queen Bee,120,"3,708","3,336","10,239","$31,043",595,5.81%,$3.03,$52.17
1/31/15,Z Force,602,"3,563","2,371","10,341","$21,149","1,193",11.54%,$2.05,$17.73
1/31/15,Ranger Danger,"2,242","10,891","6,385","25,961","$22,201","1,587",6.11%,$0.86,$13.99
1/31/15,Queen Bee,135,"4,186","3,653","10,282","$10,742",254,2.47%,$1.04,$42.29
2/1/15,Z Force,505,"3,231","2,185","9,877","$18,443","1,015",10.28%,$1.87,$18.17
2/1/15,Ranger Danger,"2,937","11,154","6,359","26,190","$21,072","1,523",5.82%,$0.80,$13.84
2/1/15,Queen Bee,141,"4,228","3,541","10,319","$10,433",263,2.55%,$1.01,$39.67
2/2/15,Z Force,395,"2,942","1,745","8,687","$13,881",798,9.19%,$1.60,$17.39
2/2/15,Ranger Danger,"2,671","10,602","5,914","24,138","$19,158","1,366",5.66%,$0.79,$14.02
2/2/15,Queen Bee,109,"3,710","3,221","10,041","$2,571",67,0.67%,$0.26,$38.37
2/3/15,Z Force,307,"2,749","1,568","8,605","$15,451",736,8.55%,$1.80,$20.99
2/3/15,Ranger Danger,"2,725","9,787","5,429","23,050","$18,030","1,244",5.40%,$0.78,$14.49
2/3/15,Queen Bee,116,"3,595","3,118","9,956","$1,535",57,0.57%,$0.15,$26.93
2/4/15,Z Force,302,"2,707","1,469","8,207","$14,137",700,8.53%,$1.72,$20.20
2/4/15,Ranger Danger,"2,811","9,781","5,532","23,317","$32,278","2,156",9.25%,$1.38,$14.97
2/4/15,Queen Bee,122,"3,538","3,090","10,066","$2,295",65,0.65%,$0.23,$35.31
2/5/15,Z Force,348,"2,662","1,490","8,735","$15,626",737,8.44%,$1.79,$21.20
2/5/15,Ranger Danger,"2,361","8,925","5,160","22,781","$22,499","1,528",6.71%,$0.99,$14.72
2/5/15,Queen Bee,137,"3,436","2,915","10,228","$5,336",108,1.06%,$0.52,$49.41
2/6/15,Z Force,335,"2,968","1,688","8,852","$17,365",781,8.82%,$1.96,$22.23
2/6/15,Ranger Danger,"2,271","10,038","5,599","22,903","$22,751","1,497",6.54%,$0.99,$15.20
2/6/15,Queen Bee,126,"3,713","3,211","10,164","$3,775",119,1.17%,$0.37,$31.72
2/7/15,Z Force,497,"3,114","2,043","9,328","$16,161",835,8.95%,$1.73,$19.35
2/7/15,Ranger Danger,"2,634","10,846","6,847","24,947","$23,978","2,183",8.75%,$0.96,$10.98
2/7/15,Queen Bee,141,"5,587","4,839","10,992","$22,618",326,2.97%,$2.06,$69.38
2/8/15,Z Force,503,"2,914","1,902","9,030","$15,742",774,8.57%,$1.74,$20.34
2/8/15,Ranger Danger,"2,956","10,530","6,853","24,616","$21,385","1,845",7.50%,$0.87,$11.59
2/8/15,Queen Bee,129,"4,116","3,502","10,321","$1,789",64,0.62%,$0.17,$27.95
2/9/15,Z Force,335,"2,629","1,508","7,753","$11,763",648,8.36%,$1.52,$18.15
2/9/15,Ranger Danger,"2,613","9,948","5,575","22,250","$16,168","1,207",5.43%,$0.73,$13.39
2/9/15,Queen Bee,114,"3,507","3,073","9,767","$2,071",62,0.64%,$0.21,$33.40
2/10/15,Z Force,344,"2,424","1,404","8,307","$12,981",607,7.31%,$1.56,$21.39
2/10/15,Ranger Danger,"2,837","9,163","5,317","21,655","$14,885","1,126",5.20%,$0.69,$13.22
2/10/15,Queen Bee,118,"3,460","2,991","9,762","$2,045",54,0.55%,$0.21,$37.87
2/11/15,Z Force,303,"2,400","1,319","7,579","$11,860",530,6.99%,$1.56,$22.38
2/11/15,Ranger Danger,"2,474","8,928","5,002","20,693","$15,419","1,074",5.19%,$0.75,$14.36
2/11/15,Queen Bee,116,"3,407","2,830","9,631","$1,885",60,0.62%,$0.20,$31.42
2/12/15,Z Force,297,"2,391","1,314","8,226","$9,371",521,6.33%,$1.14,$17.99
2/12/15,Ranger Danger,"2,376","8,844","4,782","20,416","$15,431","1,030",5.05%,$0.76,$14.98
2/12/15,Queen Bee,104,"2,823","2,396","9,090","$2,678",81,0.89%,$0.29,$33.06
2/13/15,Z Force,363,"2,702","1,541","8,379","$18,370",786,9.38%,$2.19,$23.37
2/13/15,Ranger Danger,"2,152","7,916","5,066","20,812","$17,193","1,210",5.81%,$0.83,$14.21
2/13/15,Queen Bee,128,"3,483","3,059","9,655","$3,837",105,1.09%,$0.40,$36.54
2/14/15,Z Force,464,"2,720","1,792","8,512","$19,697",911,10.70%,$2.31,$21.62
2/14/15,Ranger Danger,"3,021","9,893","6,566","22,942","$22,328","1,948",8.49%,$0.97,$11.46
2/14/15,Queen Bee,140,"3,443","2,805","9,213","$3,617",110,1.19%,$0.39,$32.88
2/15/15,Z Force,432,"2,803","1,820","8,471","$19,651",897,10.59%,$2.32,$21.91
2/15/15,Ranger Danger,"2,742","10,118","6,654","22,660","$19,847","1,651",7.29%,$0.88,$12.02
2/15/15,Queen Bee,153,"3,773","3,227","9,385","$2,232",85,0.91%,$0.24,$26.26
2/16/15,Z Force,375,"2,594","1,657","8,027","$9,509",619,7.71%,$1.18,$15.36
2/16/15,Ranger Danger,"2,949","9,394","5,756","21,843","$15,968","1,165",5.33%,$0.73,$13.71
2/16/15,Queen Bee,203,"3,434","2,996","9,171","$5,860",147,1.60%,$0.64,$39.87
2/17/15,Z Force,375,"2,360","1,419","7,359","$9,813",531,7.22%,$1.33,$18.48
2/17/15,Ranger Danger,"2,765","8,033","5,303","20,427","$12,932","1,032",5.05%,$0.63,$12.53
2/17/15,Queen Bee,162,"3,277","2,785","9,104","$1,573",52,0.57%,$0.17,$30.25
2/18/15,Z Force,336,"2,275","1,246","7,038","$8,931",450,6.39%,$1.27,$19.85
2/18/15,Ranger Danger,"2,610","8,134","4,903","19,112","$11,777",919,4.81%,$0.62,$12.81
2/18/15,Queen Bee,125,"3,111","2,700","8,759","$2,120",51,0.58%,$0.24,$41.58
2/19/15,Z Force,360,"2,317","1,329","7,189","$10,273",495,6.89%,$1.43,$20.75
2/19/15,Ranger Danger,"2,549","7,884","4,609","19,574","$13,552",985,5.03%,$0.69,$13.76
2/19/15,Queen Bee,123,"2,953","2,619","8,591","$1,866",52,0.61%,$0.22,$35.88
2/20/15,Z Force,349,"2,681","1,508","7,988","$9,548",571,7.15%,$1.20,$16.72
2/20/15,Ranger Danger,"2,438","8,385","5,227","20,391","$14,528","1,040",5.10%,$0.71,$13.97
2/20/15,Queen Bee,131,"3,119","2,774","8,606","$1,931",63,0.73%,$0.22,$30.66
2/21/15,Z Force,449,"2,730","1,753","8,333","$12,867",635,7.62%,$1.54,$20.26
2/21/15,Ranger Danger,"2,256","8,875","5,826","21,440","$14,865","1,395",6.51%,$0.69,$10.66
2/21/15,Queen Bee,166,"3,636","3,104","8,884","$2,359",73,0.82%,$0.27,$32.31
2/22/15,Z Force,454,"2,455","1,612","7,683","$12,600",582,7.58%,$1.64,$21.65
2/22/15,Ranger Danger,"3,291","8,641","5,579","21,420","$14,282","1,242",5.80%,$0.67,$11.50
2/22/15,Queen Bee,143,"3,643","3,078","9,080","$2,211",69,0.76%,$0.24,$32.04
2/23/15,Z Force,351,"2,254","1,259","6,714","$8,906",487,7.25%,$1.33,$18.29
2/23/15,Ranger Danger,"2,607","8,037","5,007","19,290","$12,265",953,4.94%,$0.64,$12.87
2/23/15,Queen Bee,112,"3,070","2,665","8,548","$1,880",57,0.67%,$0.22,$32.99
2/24/15,Z Force,348,"2,165","1,220","6,587","$7,963",480,7.29%,$1.21,$16.59
2/24/15,Ranger Danger,"2,564","8,218","4,930","18,426","$12,346",920,4.99%,$0.67,$13.42
2/24/15,Queen Bee,121,"2,932","2,567","8,595","$18,002",430,5.00%,$2.09,$41.87
2/25/15,Z Force,328,"2,059","1,152","6,472","$9,782",480,7.42%,$1.51,$20.38
2/25/15,Ranger Danger,"3,154","6,506","4,697","18,320","$11,882",889,4.85%,$0.65,$13.37
2/25/15,Queen Bee,134,"2,888","2,532","8,817","$14,765",387,4.39%,$1.67,$38.15
2/26/15,Z Force,260,"2,310","1,212","6,801","$40,036","1,029",15.13%,$5.89,$38.91
2/26/15,Ranger Danger,829,"4,607","2,725","16,075","$18,913","1,139",7.09%,$1.18,$16.60
2/26/15,Queen Bee,105,"2,687","2,135","8,868","$10,883",317,3.58%,$1.23,$34.33
2/27/15,Z Force,340,"2,643","1,425","7,679","$22,227",827,10.77%,$2.89,$26.88
2/27/15,Ranger Danger,"2,561","6,037","3,540","17,277","$20,533","1,254",7.26%,$1.19,$16.37
2/27/15,Queen Bee,126,"2,982","2,681","8,948","$14,206",366,4.09%,$1.59,$38.81
2/28/15,Z Force,469,"2,777","1,792","8,281","$17,295",854,10.31%,$2.09,$20.25
2/28/15,Ranger Danger,"2,507","6,979","5,227","20,376","$23,168","1,486",7.29%,$1.14,$15.59
2/28/15,Queen Bee,122,"3,405","2,931","9,111","$15,060",417,4.58%,$1.65,$36.12
3/1/15,Z Force,403,"2,540","1,664","7,651","$13,214",690,9.02%,$1.73,$19.15
3/1/15,Ranger Danger,"2,880","6,904","5,118","20,407","$19,108","1,357",6.65%,$0.94,$14.08
3/1/15,Queen Bee,111,"3,314","2,817","9,003","$1,401",49,0.54%,$0.16,$28.59
3/2/15,Z Force,318,"2,130","1,239","6,519","$10,648",542,8.31%,$1.63,$19.65
3/2/15,Ranger Danger,"2,855","6,280","4,472","18,569","$14,598","1,035",5.57%,$0.79,$14.10
3/2/15,Queen Bee,104,"2,879","2,526","8,442",$986,42,0.50%,$0.12,$23.48
3/3/15,Z Force,259,"2,070","1,186","6,333","$11,077",524,8.27%,$1.75,$21.14
3/3/15,Ranger Danger,"2,509","5,995","4,424","18,009","$13,608",997,5.54%,$0.76,$13.65
3/3/15,Queen Bee,118,"2,873","2,519","8,584","$1,908",67,0.78%,$0.22,$28.48
3/4/15,Z Force,300,"2,154","1,144","6,479","$8,700",479,7.39%,$1.34,$18.16
3/4/15,Ranger Danger,"2,321","4,947","2,974","18,550","$11,388",891,4.80%,$0.61,$12.78
3/4/15,Queen Bee,102,"2,821","2,495","8,780","$1,149",43,0.49%,$0.13,$26.72
3/5/15,Z Force,327,"2,195","1,269","6,698","$12,416",523,7.81%,$1.85,$23.74
3/5/15,Ranger Danger,"3,055","6,359","4,178","19,434","$12,977","1,010",5.20%,$0.67,$12.85
3/5/15,Queen Bee,121,"2,714","2,432","8,507","$1,415",54,0.64%,$0.17,$26.20
3/6/15,Z Force,339,"2,488","1,397","7,156","$10,375",584,8.16%,$1.45,$17.76
3/6/15,Ranger Danger,"2,645","5,417","3,991","19,403","$13,388","1,026",5.29%,$0.69,$13.05
3/6/15,Queen Bee,100,"3,725","2,487","9,631","$6,523",380,3.95%,$0.68,$17.17
3/7/15,Z Force,444,"2,616","1,637","7,697","$14,199",714,9.28%,$1.84,$19.89
3/7/15,Ranger Danger,"3,503","7,254","5,506","21,028","$19,417","1,289",6.13%,$0.92,$15.06
3/7/15,Queen Bee,146,"5,118","4,421","10,783","$21,998",493,4.57%,$2.04,$44.62
3/8/15,Z Force,374,"2,284","1,492","7,042","$10,298",567,8.05%,$1.46,$18.16
3/8/15,Ranger Danger,"3,447","6,932","5,034","20,699","$15,616","1,143",5.52%,$0.75,$13.66
3/8/15,Queen Bee,149,"3,532","2,782","9,830","$5,300",178,1.81%,$0.54,$29.78
3/9/15,Z Force,326,"2,014","1,159","6,102","$9,641",504,8.26%,$1.58,$19.13
3/9/15,Ranger Danger,"3,790","6,878","4,595","19,727","$10,382",859,4.35%,$0.53,$12.09
3/9/15,Queen Bee,149,"3,243","2,773","9,740","$2,545",108,1.11%,$0.26,$23.57
3/10/15,Z Force,252,"1,942","1,088","6,025","$10,382",485,8.05%,$1.72,$21.41
3/10/15,Ranger Danger,"3,664","6,367","4,628","19,427","$11,750",891,4.59%,$0.60,$13.19
3/10/15,Queen Bee,99,"2,908","2,514","9,568","$1,898",89,0.93%,$0.20,$21.33
3/11/15,Z Force,286,"1,920","1,088","5,982","$8,819",476,7.96%,$1.47,$18.53
3/11/15,Ranger Danger,"3,301","6,084","4,506","18,644","$11,835",887,4.76%,$0.63,$13.34
3/11/15,Queen Bee,121,"3,035","2,598","9,734","$1,379",92,0.95%,$0.14,$14.99
3/12/15,Z Force,247,"1,847","1,082","5,631","$9,423",404,7.18%,$1.67,$23.32
3/12/15,Ranger Danger,"2,570","6,216","3,732","17,084","$13,944","1,152",6.74%,$0.82,$12.10
3/12/15,Queen Bee,117,"2,756","2,325","9,300","$5,137",125,1.34%,$0.55,$41.09
3/13/15,Z Force,315,"2,282","1,276","6,634","$10,860",512,7.72%,$1.64,$21.21
3/13/15,Ranger Danger,"3,812","6,758","4,324","19,367","$17,612","1,152",5.95%,$0.91,$15.29
3/13/15,Queen Bee,156,"3,086","2,763","9,920","$6,769",125,1.26%,$0.68,$54.15
3/14/15,Z Force,433,"2,360","1,504","7,366","$12,131",849,11.53%,$1.65,$14.29
3/14/15,Ranger Danger,"3,682","7,093","5,154","21,204","$15,244","1,158",5.46%,$0.72,$13.16
3/14/15,Queen Bee,151,"3,322","2,947","9,915","$5,447",168,1.69%,$0.55,$32.42
3/15/15,Z Force,405,"2,114","1,381","6,885","$8,913",548,7.96%,$1.29,$16.26
3/15/15,Ranger Danger,"4,164","6,703","4,910","21,657","$13,871","1,092",5.04%,$0.64,$12.70
3/15/15,Queen Bee,167,"3,533","2,962","9,744","$6,805",234,2.40%,$0.70,$29.08
3/16/15,Z Force,279,"1,952","1,119","5,954","$8,036",448,7.52%,$1.35,$17.94
3/16/15,Ranger Danger,"4,211","7,218","4,878","20,558","$11,344",868,4.22%,$0.55,$13.07
3/16/15,Queen Bee,154,"2,984","2,619","9,459","$1,493",70,0.74%,$0.16,$21.33
3/17/15,Z Force,306,"1,884","1,081","5,990","$7,453",440,7.35%,$1.24,$16.94
3/17/15,Ranger Danger,"4,120","6,451","4,778","20,144","$11,559",829,4.12%,$0.57,$13.94
3/17/15,Queen Bee,120,"2,956","2,595","9,463","$1,367",72,0.76%,$0.14,$18.99
3/18/15,Z Force,279,"1,935","1,036","6,062","$8,734",427,7.04%,$1.44,$20.45
3/18/15,Ranger Danger,"3,835","6,443","4,559","19,379","$11,138",819,4.23%,$0.57,$13.60
3/18/15,Queen Bee,124,"2,865","2,527","9,360","$3,257",78,0.83%,$0.35,$41.76
3/19/15,Z Force,289,"1,855","1,080","5,896","$10,159",480,8.14%,$1.72,$21.17
3/19/15,Ranger Danger,"4,023","6,407","4,923","19,811","$12,963",836,4.22%,$0.65,$15.51
3/19/15,Queen Bee,140,"2,866","2,514","9,373","$18,068",235,2.51%,$1.93,$76.88
3/20/15,Z Force,324,"2,176","1,245","6,476","$11,423",526,8.12%,$1.76,$21.72
3/20/15,Ranger Danger,"4,296","7,105","5,265","20,905","$13,174",866,4.14%,$0.63,$15.21
3/20/15,Queen Bee,146,"3,014","2,643","9,441","$14,395",209,2.21%,$1.52,$68.88
3/21/15,Z Force,415,"2,200","1,431","6,893","$10,194",542,7.86%,$1.48,$18.81
3/21/15,Ranger Danger,"3,767","7,007","5,652","21,453","$13,071",936,4.36%,$0.61,$13.96
3/21/15,Queen Bee,162,"3,422","2,932","9,514","$8,326",170,1.79%,$0.88,$48.98
3/22/15,Z Force,371,"2,005","1,308","6,352","$9,736",470,7.40%,$1.53,$20.72
3/22/15,Ranger Danger,"3,961","7,057","5,638","21,031","$12,190",935,4.45%,$0.58,$13.04
3/22/15,Queen Bee,205,"3,414","2,889","9,396","$7,885",145,1.54%,$0.84,$54.38
3/23/15,Z Force,263,"1,833","1,014","6,094","$8,566",414,6.79%,$1.41,$20.69
3/23/15,Ranger Danger,"4,332","6,964","4,973","19,822","$10,757",759,3.83%,$0.54,$14.17
3/23/15,Queen Bee,122,"2,886","2,529","9,134","$4,886",126,1.38%,$0.53,$38.78
3/24/15,Z Force,261,"1,726",979,"5,638","$7,104",375,6.65%,$1.26,$18.94
3/24/15,Ranger Danger,"4,672","6,412","4,945","20,042","$10,824",759,3.79%,$0.54,$14.26
3/24/15,Queen Bee,114,"2,915","2,566","9,176","$4,805",98,1.07%,$0.52,$49.03
3/25/15,Z Force,281,"1,742",970,"5,346","$7,831",362,6.77%,$1.46,$21.63
3/25/15,Ranger Danger,"4,044","6,367","4,598","19,394","$9,783",747,3.85%,$0.50,$13.10
3/25/15,Queen Bee,107,"2,801","2,459","9,221","$5,310",116,1.26%,$0.58,$45.77
3/26/15,Z Force,288,"1,960","1,067","5,873","$56,958",978,16.65%,$9.70,$58.24
3/26/15,Ranger Danger,"1,830","4,407","2,449","14,739","$13,028",721,4.89%,$0.88,$18.07
3/26/15,Queen Bee,103,"2,769","1,776","8,575","$29,533",391,4.56%,$3.44,$75.53
3/27/15,Z Force,361,"2,135","1,226","6,409","$29,287",722,11.27%,$4.57,$40.56
3/27/15,Ranger Danger,"2,081","4,964","3,469","16,287","$15,910",988,6.07%,$0.98,$16.10
3/27/15,Queen Bee,131,"3,242","2,884","9,457","$26,048",372,3.93%,$2.75,$70.02
3/28/15,Z Force,436,"2,132","1,407","6,801","$20,090",669,9.84%,$2.95,$30.03
3/28/15,Ranger Danger,"3,029","5,110","3,825","17,653","$13,808",976,5.53%,$0.78,$14.15
3/28/15,Queen Bee,140,"3,687","3,220","9,514","$14,838",251,2.64%,$1.56,$59.12
3/29/15,Z Force,415,"1,977","1,309","6,512","$15,815",560,8.60%,$2.43,$28.24
3/29/15,Ranger Danger,"2,429","5,249","3,883","17,581","$12,214",938,5.34%,$0.69,$13.02
3/29/15,Queen Bee,145,"3,867","3,198","9,604","$11,503",199,2.07%,$1.20,$57.80
3/30/15,Z Force,321,"1,936","1,086","5,898","$15,642",561,9.51%,$2.65,$27.88
3/30/15,Ranger Danger,"3,129","5,680","3,790","17,199","$11,123",794,4.62%,$0.65,$14.01
3/30/15,Queen Bee,102,"3,281","2,829","9,446","$10,054",182,1.93%,$1.06,$55.24
3/31/15,Z Force,300,"1,789","1,046","5,669","$10,962",417,7.36%,$1.93,$26.29
3/31/15,Ranger Danger,"3,720","5,994","4,006","18,058","$11,364",756,4.19%,$0.63,$15.03
